Key	Value
4724	19
4725	13
4726	13
4740	10
472a	17
472b	12
472c	17
472d	10
472e	10
472f	17
4738	23
4739	13
4730	22
4731	11
4732	14
4733	19
4734	15
4735	15
4736	14
4737	11
4750	17
4751	14
473a	7
473b	18
473c	9
473d	19
473e	20
473f	17
4749	14
4741	25
4742	20
4743	13
4744	14
4745	17
4746	11
4747	14
4748	9
7aa1	15
7aa2	15
7aa0	12
7aa5	19
4760	16
7aa6	16
7aa3	16
4761	14
7aa4	20
4762	12
474a	12
474b	10
474c	21
474d	15
474e	16
474f	19
4752	21
4753	18
4754	16
4755	14
4756	20
4757	16
4758	12
4759	11
7ab2	18
7ab3	13
7ab0	12
7ab1	14
4770	12
7ab6	18
4771	18
7ab7	16
7ab4	10
4772	15
4773	23
7ab5	16
475b	15
475c	18
475d	12
475e	12
475f	17
475a	18
7aa9	19
4763	18
4764	20
7aa7	15
4765	20
4766	16
7aa8	9
4767	22
4768	18
4769	12
7ac3	19
7ac4	22
7ac1	15
7ac2	12
4780	12
4781	21
7ac7	12
7ac8	15
4782	12
7ac5	16
4783	21
7ac6	22
4784	18
476c	11
476d	12
476e	18
476f	12
7ac0	16
7aaa	18
7aab	13
7aae	23
7aaf	15
7aac	20
476a	13
7aad	24
476b	20
4774	22
4775	21
7ab8	12
4776	10
7ab9	15
4777	12
4778	16
4779	10
7ad4	19
cab2	18
cab3	20
7ad5	6
7ad2	12
4790	12
cab0	11
7ad3	12
4791	17
cab1	14
4792	12
7ad8	12
7ad9	9
4793	16
7ad6	22
4794	15
4795	11
7ad7	15
477d	12
477e	19
477f	9
7ad0	17
7ad1	13
caaa	9
7abb	10
caab	23
7abc	17
7aba	14
7abf	14
477a	18
7abd	14
477b	9
7abe	15
477c	17
4785	18
4786	9
7ac9	11
4787	17
cab8	17
cab9	13
4788	10
cab6	14
4789	20
cab7	17
cab4	21
cab5	9
7ae5	22
caa1	13
caa2	14
7ae6	12
7ae3	13
caa0	12
7ae4	13
7ae9	14
7ae7	9
7ae8	7
478e	9
478f	20
7ae1	14
7ae2	18
7ae0	19
7acc	13
7acd	17
7aca	14
7acb	12
478a	17
478b	12
478c	13
7ace	10
478d	10
7acf	12
4796	19
caa9	17
4797	23
caa7	19
4798	11
caa8	21
4799	9
caa5	14
caa6	14
caa3	17
caa4	26
7af6	19
cad4	13
cad5	9
7af7	16
7af4	22
cad2	18
cad3	22
7af5	17
cad0	16
cad1	15
7af8	16
7af9	8
479f	20
7af2	19
cabf	11
7af3	20
cabd	10
7af0	14
7af1	15
cabe	18
cacc	18
7add	20
cacd	18
7ade	15
7adb	21
caca	17
479a	14
7adc	10
cacb	11
479b	11
479c	12
479d	18
7adf	13
479e	14
cad8	16
cad9	11
7ada	10
cad6	12
cad7	16
cac3	18
cac4	15
cac1	16
cac2	20
cac0	13
caae	9
caaf	18
caac	13
caad	16
7aee	21
cabb	19
cabc	16
7aef	12
7aec	12
caba	13
7aed	8
cac9	14
7aea	19
cac7	19
cac8	13
7aeb	12
cac5	15
cac6	16
caf6	13
caf7	12
caf4	16
caf5	18
caf2	21
caf3	13
caf0	18
caf1	18
cadf	26
7aff	15
caee	9
caef	17
7afd	20
caec	20
caed	15
7afe	26
caea	16
caeb	15
7afb	17
7afc	12
caf8	18
caf9	16
7afa	23
cae5	13
cae6	18
cae3	11
cae4	18
cae1	10
cae2	12
cae0	20
cace	17
cacf	24
cadd	15
cade	16
cadb	9
cadc	13
cada	16
cae9	16
cae7	16
cae8	15
caff	11
cafd	17
cafe	13
cafb	12
cafc	16
cafa	10
46a7	23
46a8	26
46a9	14
46a0	12
46a1	14
46a2	18
46a3	27
46a4	12
46a5	18
46a6	22
46b8	19
46b9	21
7c06	15
46b0	14
7c07	14
46b1	16
7c04	17
46b2	20
7c05	15
46b3	19
46b4	13
46b5	11
46b6	18
7c08	16
46b7	15
7c09	13
7c02	8
7c03	15
7c00	13
7c01	14
46c9	12
7c0b	21
7c0c	16
7c0a	9
7c17	18
46c1	19
46c2	15
7c18	6
46c3	25
7c15	15
46c4	14
7c16	15
46c5	20
46c6	21
46c7	12
7c19	9
46c8	12
7c10	16
7c13	18
7c14	15
7c11	7
7c12	12
46c0	14
46aa	17
46ab	11
46ac	10
46ad	19
46ae	20
46af	14
7c1c	14
7c1d	24
7c1a	11
cc08	9
cc09	17
7c1b	19
46d2	18
cc06	9
7c28	13
46d3	18
7c29	13
cc07	14
cc04	19
7c26	16
46d4	17
7c27	13
46d5	12
cc05	16
cc02	15
46d6	13
cc03	17
46d7	16
cc00	15
46d8	15
46d9	9
cc01	6
7c20	17
7c21	13
cc10	12
7c24	14
7c25	19
46d0	20
7c22	25
46d1	20
7c23	15
7c0f	20
46ba	18
7c0d	16
46bb	16
7c0e	12
46bc	13
46bd	17
46be	15
46bf	14
7c2a	15
7c2d	16
7c2e	16
7c2b	13
46da	11
7c2c	19
7c39	12
46e3	19
46e4	13
7c37	20
46e5	17
46e6	17
7c38	11
46e7	14
46e8	20
46e9	18
7c31	13
7c32	10
7c30	14
7c35	5
7c36	14
46e0	10
7c33	16
46e1	19
7c34	19
46e2	11
46ca	23
46cb	10
46cc	17
7c1e	14
46cd	10
7c1f	13
46ce	16
46cf	18
7c3a	11
7c3b	12
7c3e	15
7c3f	9
46ea	11
7c3c	7
7c3d	18
46eb	12
cc28	16
46f4	20
46f5	20
cc29	9
46f6	20
cc26	19
7c48	10
7c49	14
46f7	17
cc27	13
46f8	12
cc24	12
cc25	13
46f9	21
cc22	22
cc23	8
7c42	21
cc31	20
cc32	18
7c43	15
7c40	11
7c41	17
cc30	14
7c46	14
46f0	12
7c47	19
46f1	17
7c44	18
46f2	11
46f3	16
7c45	11
46db	12
46dc	20
46dd	12
7c2f	14
cc1e	13
cc1f	10
46de	9
46df	15
cc1c	15
cc1d	16
cc1a	15
cc1b	13
7c4b	16
7c4c	23
7c4a	13
7c4f	25
46fa	9
46fb	14
cc19	20
7c4d	14
46fc	15
7c4e	16
cc17	15
cc18	12
cc15	10
7c59	11
cc16	18
cc13	20
cc14	9
cc11	18
cc12	18
cc20	17
7c53	18
7c54	23
cc21	13
7c51	14
7c52	13
7c57	15
7c58	14
7c55	12
7c56	17
46ec	15
cc0f	11
46ed	10
46ee	18
cc0d	13
46ef	20
cc0e	14
cc0b	14
cc0c	17
7c50	17
cc0a	16
cc3a	19
7c5c	18
cc3b	15
7c5d	16
7c5a	20
7c5b	15
7c5e	16
7c5f	7
cc48	11
cc49	14
cc46	16
cc47	14
cc44	15
cc45	12
cc53	15
7c64	15
cc54	16
7c65	13
cc51	10
7c62	9
cc52	12
7c63	12
7c68	18
cc50	19
7c69	11
7c66	20
7c67	14
46fd	18
46fe	13
46ff	13
7c60	15
cc3e	13
7c61	13
cc3f	24
cc3c	18
cc3d	16
7c6d	17
cc2a	10
7c6e	22
7c6b	11
7c6c	14
7c6f	19
cc39	15
cc37	14
cc38	19
cc35	11
7c6a	17
cc36	14
cc33	15
cc34	22
7c75	13
cc42	12
cc43	14
7c76	15
7c73	11
cc40	14
7c74	16
cc41	14
7c79	17
7c77	12
7c78	12
cc2f	11
7c71	19
cc2d	19
7c72	11
cc2e	19
cc2b	10
7c70	13
cc2c	13
cc5c	15
7c7e	13
cc5d	15
7c7f	15
7c7c	26
cc5a	13
7c7d	13
cc5b	14
cc68	20
7c7a	18
cc69	14
7c7b	15
cc66	16
cc67	12
7c86	13
cc75	15
cc76	14
7c87	11
7c84	23
cc73	14
cc74	11
7c85	21
cc71	15
cc72	13
7c88	19
7c89	17
cc70	13
7c82	19
7c83	17
cc5e	15
7c80	20
7c81	10
cc5f	11
cc4b	16
7c8f	11
cc4c	9
7c8d	21
cc4a	21
7c8e	12
cc59	16
cc57	9
7c8b	10
7c8c	14
cc58	20
cc55	13
7c8a	18
cc56	9
7c97	20
cc64	20
cc65	19
7c98	9
cc62	13
7c95	11
cc63	11
7c96	12
cc60	5
cc61	6
7c99	17
7c90	17
7c93	21
cc4f	10
7c94	14
7c91	11
cc4d	19
cc4e	15
7c92	10
cc7e	11
cc7f	13
7c9e	16
cc7c	16
7c9f	9
cc7d	20
cc7a	15
cc7b	22
7c9c	13
7c9d	15
7c9a	15
cc88	15
cc89	13
7c9b	17
cc97	8
cc98	12
cc95	10
cc96	17
cc93	7
cc94	14
cc91	15
cc92	16
cc90	12
cc6d	10
cc6e	17
cc6b	12
cc6c	19
cc6a	14
cc79	12
cc77	9
cc78	21
cc86	16
cc87	13
cc84	10
cc85	21
cc82	19
cc83	9
cc80	21
cc81	12
cc6f	6
cc9e	14
cc9f	17
cc9c	17
cc9d	13
cc9a	20
cc9b	14
4804	13
4805	11
4806	15
4807	23
4808	17
4809	17
4800	11
4801	20
4802	17
4803	15
cc8f	12
480d	17
480e	12
480f	14
cc8d	9
cc8e	20
cc8b	17
cc8c	9
cc8a	25
480a	19
480b	12
cc99	14
480c	14
4815	21
4816	18
4817	15
4818	7
4819	16
4810	14
4811	17
4812	18
4813	12
4814	16
481e	13
481f	14
481a	14
481b	16
481c	10
481d	22
4826	18
4827	16
4828	13
4829	18
4820	12
4821	16
4822	11
4823	17
4824	16
4825	14
482f	8
482a	16
482b	24
482c	13
482d	13
482e	11
4837	20
4838	10
4839	16
4830	15
4831	14
4832	10
4833	21
4834	13
4835	16
4836	20
4850	18
483a	16
483b	10
483c	18
483d	13
483e	10
483f	21
4848	14
4849	12
4840	20
4841	13
4842	16
4843	15
4844	15
4845	8
4846	15
4847	19
7ba0	27
7ba1	12
7ba4	16
7ba5	14
7ba2	16
4860	18
4861	13
7ba3	15
484a	15
484b	18
484c	13
484d	13
484e	16
484f	18
4859	8
4851	18
4852	16
4853	12
4854	20
4855	15
4856	9
4857	18
4858	22
7bb1	19
7bb2	16
7bb0	10
7bb5	17
4870	13
7bb6	14
4871	15
7bb3	13
7bb4	15
4872	12
485a	15
485b	20
485c	18
485d	10
485e	15
485f	13
7ba8	14
4862	14
7ba9	14
4863	13
7ba6	10
4864	17
7ba7	16
4865	10
4866	15
4867	11
4868	19
4869	16
7bc2	12
7bc3	13
7bc0	9
7bc1	19
4880	27
7bc6	14
7bc7	22
4881	20
7bc4	15
4882	16
7bc5	11
4883	19
486b	16
486c	17
486d	11
7baf	14
486e	21
486f	9
7baa	17
7bad	15
7bae	16
7bab	13
7bac	15
486a	11
7bb9	20
4873	12
4874	14
7bb7	15
4875	12
7bb8	17
4876	20
4877	15
4878	17
4879	18
cbb1	14
7bd3	9
cbb2	20
7bd4	21
7bd1	15
cbb0	14
4890	16
7bd2	17
4891	17
7bd7	17
4892	15
7bd8	7
7bd5	18
4893	14
4894	11
7bd6	10
487c	18
487d	17
487e	23
487f	21
7bd0	16
7bba	11
cbaa	10
7bbb	15
7bbe	9
7bbf	14
487a	15
7bbc	12
7bbd	13
487b	16
cbb9	18
4884	12
4885	13
7bc8	6
cbb7	14
4886	12
cbb8	19
7bc9	21
4887	10
4888	13
cbb5	16
cbb6	17
4889	15
cbb3	10
cbb4	13
7be4	16
cba0	7
7be5	13
cba1	20
7be2	22
7be3	17
7be8	15
7be9	11
7be6	11
7be7	10
488d	18
488e	15
488f	14
7be0	19
7be1	13
7bcb	17
7bcc	13
7bca	16
7bcf	19
488a	18
488b	18
7bcd	15
488c	13
7bce	14
4895	21
cba8	22
cba9	14
4896	12
cba6	15
4897	12
7bd9	18
4898	10
cba7	12
4899	15
cba4	23
cba5	15
cba2	10
cba3	15
cbd3	14
7bf5	10
cbd4	15
7bf6	14
cbd1	17
7bf3	17
cbd2	17
7bf4	14
7bf9	12
cbd0	9
7bf7	16
7bf8	20
489e	13
489f	14
cbbe	13
7bf1	23
7bf2	15
cbbf	8
cbbc	20
cbbd	19
7bf0	15
cbcb	10
7bdc	17
7bdd	24
cbcc	13
7bda	14
cbca	15
7bdb	14
489a	13
489b	17
489c	20
7bde	13
7bdf	11
489d	10
cbd9	18
cbd7	17
cbd8	18
cbd5	15
cbd6	19
cbc2	13
cbc3	17
cbc0	14
cbc1	19
cbaf	15
cbad	11
cbae	15
cbab	14
cbac	18
cbba	18
7bed	12
7bee	15
cbbb	13
7beb	12
7bec	11
7bef	16
cbc8	13
cbc9	21
cbc6	15
7bea	12
cbc7	15
cbc4	10
cbc5	20
cbf5	15
cbf6	12
cbf3	15
cbf4	22
cbf1	15
cbf2	19
cbf0	13
cbde	24
cbdf	16
7bfe	18
cbed	19
cbee	9
7bff	17
cbeb	14
7bfc	17
7bfd	17
cbec	17
cbea	13
7bfa	13
cbf9	15
7bfb	12
cbf7	21
cbf8	13
cbe4	13
cbe5	14
cbe2	20
cbe3	17
cbe0	18
cbe1	17
cbcf	15
cbcd	14
cbce	7
cbdc	20
cbdd	12
cbda	8
cbdb	22
cbe8	22
cbe9	13
cbe6	22
cbe7	12
cbef	13
cbfe	13
cbff	12
cbfc	15
cbfd	13
cbfa	12
cbfb	11
47a6	11
47a7	13
47a8	17
47a9	6
47a0	16
47a1	15
47a2	14
47a3	19
47a4	16
47a5	17
47b7	19
47b8	18
47b9	18
7d05	20
47b0	16
7d06	23
47b1	19
7d03	15
7d04	16
47b2	18
7d09	16
47b3	17
47b4	16
7d07	15
47b5	18
47b6	21
7d08	16
7d01	19
7d02	18
7d00	13
47c8	15
47c9	16
7d0a	18
7d0b	19
47c0	14
7d16	26
7d17	21
47c1	9
47c2	12
7d14	13
47c3	16
7d15	11
47c4	18
47c5	15
7d18	14
47c6	16
7d19	21
47c7	15
47af	16
7d12	20
7d13	17
7d10	18
7d11	17
47aa	9
47ab	5
47ac	12
47ad	16
47ae	18
47d9	16
cd09	23
7d1b	14
7d1c	14
cd07	13
cd08	14
7d1a	17
7d27	15
cd05	12
47d1	8
7d28	17
47d2	15
cd06	13
47d3	13
7d25	13
cd03	6
47d4	18
7d26	17
cd04	18
cd01	19
47d5	12
cd02	22
47d6	11
47d7	13
7d29	14
47d8	13
cd00	21
7d20	14
7d23	19
7d24	11
7d21	12
47d0	18
7d22	12
7d0e	18
7d0f	26
47ba	16
7d0c	13
7d0d	13
47bb	15
47bc	16
47bd	14
47be	9
47bf	12
7d2c	13
7d2d	19
7d2a	19
7d2b	13
47e2	16
7d38	8
47e3	18
7d39	14
7d36	20
47e4	9
7d37	11
47e5	7
47e6	19
47e7	15
47e8	16
47e9	20
7d30	10
7d31	14
7d34	11
7d35	20
47e0	3
7d32	13
47e1	19
7d33	14
7d1f	17
47ca	14
47cb	16
7d1d	16
7d1e	19
47cc	18
47cd	16
47ce	12
47cf	19
7d3a	14
7d3d	21
7d3e	24
cd29	18
7d3b	23
7d3c	14
47ea	10
7d49	21
47f3	14
cd27	11
47f4	16
cd28	19
cd25	22
7d47	17
47f5	23
47f6	18
7d48	19
cd26	17
cd23	22
47f7	13
cd24	14
47f8	12
47f9	11
cd21	15
cd22	17
cd30	16
7d41	12
cd31	17
7d42	13
7d40	18
7d45	12
47f0	14
7d46	20
47f1	16
7d43	16
47f2	15
7d44	12
47da	9
cd1f	13
47db	20
7d2e	18
cd1d	16
47dc	16
7d2f	22
47dd	21
cd1e	17
47de	12
cd1b	12
47df	25
cd1c	14
cd1a	11
7d4a	19
7d4b	19
7d4e	12
7d4f	11
cd18	12
47fa	15
7d4c	13
cd19	13
7d4d	14
47fb	10
cd16	16
cd17	16
7d58	19
cd14	7
7d59	7
cd15	15
cd12	12
cd13	12
cd10	16
cd11	9
7d52	11
7d53	15
cd20	13
7d50	10
7d51	15
7d56	12
7d57	12
7d54	14
7d55	11
47eb	14
cd0e	24
cd0f	19
47ec	12
cd0c	8
47ed	13
7d3f	19
47ee	15
cd0d	19
47ef	14
cd0a	11
cd0b	17
7d5b	14
cd3a	11
7d5c	13
7d5a	19
7d5f	18
7d5d	16
7d5e	18
cd49	9
7d69	12
cd47	16
cd48	14
cd45	15
cd46	15
cd43	12
cd44	13
7d63	17
cd52	12
7d64	10
cd53	18
7d61	10
cd50	20
7d62	16
cd51	12
7d67	17
7d68	20
7d65	15
7d66	15
47fc	18
47fd	14
47fe	19
cd3f	16
47ff	13
cd3d	13
cd3e	19
7d60	11
cd3b	12
cd3c	28
7d6c	13
7d6d	7
7d6a	6
7d6b	15
7d6e	17
7d6f	18
cd38	14
cd39	12
cd36	17
cd37	16
cd34	24
cd35	15
cd32	9
cd33	9
7d74	11
cd41	12
cd42	20
7d75	13
7d72	18
7d73	16
cd40	16
7d78	13
7d79	17
7d76	14
7d77	18
cd2e	15
cd2f	21
cd2c	15
7d70	13
cd2d	14
7d71	19
cd2a	15
cd2b	17
cd5b	21
7d7d	18
cd5c	8
7d7e	18
7d7b	12
cd5a	19
7d7c	18
7d7f	14
cd69	16
cd67	17
7d7a	8
cd68	12
cd65	17
cd66	18
7d85	13
cd74	17
cd75	18
7d86	13
7d83	18
cd72	15
cd73	25
7d84	18
cd70	15
7d89	17
cd71	14
7d87	15
7d88	18
cd5f	15
7d81	15
7d82	17
cd5d	26
7d80	11
cd5e	17
cd4a	17
7d8e	14
cd4b	11
7d8f	7
7d8c	19
7d8d	9
cd58	13
cd59	15
7d8a	12
cd56	12
cd57	20
7d8b	13
cd54	15
cd55	15
cd63	17
7d96	11
7d97	15
cd64	16
cd61	18
7d94	15
cd62	20
7d95	16
cd60	12
7d98	16
7d99	12
cd4e	9
7d92	19
cd4f	12
7d93	17
7d90	14
cd4c	9
7d91	16
cd4d	13
7d9f	8
cd7d	14
cd7e	19
cd7b	15
7d9d	21
cd7c	17
7d9e	13
cd7a	15
cd89	20
7d9b	15
7d9c	17
cd87	13
7d9a	15
cd88	17
cd96	11
cd97	15
cd94	13
cd95	20
cd92	14
cd93	13
cd90	16
cd91	19
cd7f	12
cd6c	16
cd6d	18
cd6a	14
cd6b	17
cd78	17
cd79	19
cd76	12
cd77	17
cd85	20
cd86	25
cd83	21
cd84	11
cd81	10
cd82	18
cd80	11
cd6e	20
cd6f	16
cd9f	17
cd9d	10
cd9e	10
cd9b	11
cd9c	12
cd9a	11
4903	16
4904	11
4905	18
4906	17
4907	15
4908	14
4909	18
4900	10
4901	11
4902	10
cd8e	17
490c	14
490d	20
cd8f	13
cd8c	16
490e	9
cd8d	19
490f	24
cd8a	10
cd8b	12
cd98	20
490a	15
490b	17
cd99	9
4914	21
4915	19
4916	14
4917	19
4918	17
4919	14
4910	12
4911	15
4912	12
4913	18
491d	12
491e	20
491f	13
491a	10
491b	14
491c	21
4925	13
4926	20
4927	15
4928	19
4929	15
4920	9
4921	20
4922	15
4923	15
4924	13
492e	13
492f	10
492a	12
492b	12
492c	20
492d	16
4936	15
4937	9
4938	11
4939	9
4930	14
4931	17
4932	18
4933	13
4934	13
4935	13
493f	17
493a	16
493b	10
493c	22
493d	11
493e	10
4947	13
4948	17
4949	19
4940	18
4941	12
4942	18
4943	20
4944	20
4945	12
4946	14
7ca0	17
7ca3	13
7ca4	19
7ca1	15
7ca2	16
4960	23
494a	20
494b	10
494c	18
494d	9
494e	22
494f	15
4958	13
4959	19
4950	20
4951	14
4952	12
4953	10
4954	12
4955	20
4956	19
4957	19
7cb0	11
7cb1	17
7cb4	12
7cb5	17
7cb2	14
4970	15
4971	14
7cb3	15
495a	12
495b	15
495c	16
495d	15
495e	16
495f	20
4969	10
7ca7	16
4961	12
4962	10
7ca8	11
7ca5	13
4963	19
7ca6	18
4964	13
4965	11
4966	16
7ca9	14
4967	17
4968	18
7cc1	14
7cc2	10
7cc0	14
7cc5	13
7cc6	16
4980	21
4981	13
7cc3	22
4982	17
7cc4	14
496a	26
496b	19
496c	15
7cae	15
7caf	11
496d	8
496e	11
496f	18
7cac	20
7cad	8
7caa	18
7cab	14
4972	12
7cb8	12
7cb9	21
4973	10
4974	10
7cb6	9
7cb7	17
4975	12
4976	23
4977	15
4978	11
4979	14
7cd2	18
ccb0	18
ccb1	18
7cd3	17
7cd0	14
7cd1	21
7cd6	10
4990	13
4991	15
7cd7	24
7cd4	21
4992	18
4993	17
7cd5	17
497b	17
497c	18
7cbf	17
497d	18
497e	14
497f	8
7cba	12
7cbd	18
7cbe	20
7cbb	10
7cbc	17
497a	22
ccb8	15
4983	18
7cc9	20
ccb9	22
4984	14
4985	18
7cc7	16
ccb6	16
7cc8	17
4986	17
ccb7	16
4987	11
ccb4	25
ccb5	19
4988	12
4989	20
ccb2	17
ccb3	17
7ce3	19
cca0	10
7ce4	11
7ce1	7
7ce2	15
7ce7	17
7ce8	20
7ce5	18
7ce6	19
498c	11
498d	14
498e	19
498f	14
7ce0	6
7cca	15
7ccb	20
7cce	21
7ccf	21
cca9	17
498a	12
7ccc	15
7ccd	18
498b	14
4994	9
cca7	15
cca8	11
4995	14
7cd8	15
4996	13
cca5	19
cca6	13
7cd9	20
4997	13
cca3	14
4998	13
cca4	15
4999	18
cca1	19
cca2	19
ccd2	20
7cf4	14
7cf5	15
ccd3	13
7cf2	13
ccd0	12
7cf3	11
ccd1	16
7cf8	11
7cf9	7
7cf6	15
7cf7	18
499d	20
499e	16
ccbf	15
499f	15
7cf0	18
ccbd	11
7cf1	21
ccbe	17
ccbb	14
ccbc	12
7cdb	13
ccca	14
cccb	13
7cdc	14
7cda	18
7cdf	20
499a	14
7cdd	16
499b	18
7cde	14
499c	7
ccd8	12
7ce9	19
ccd9	16
ccd6	17
ccd7	14
ccd4	15
ccd5	19
ccc1	13
ccc2	20
ccc0	13
ccae	19
ccaf	7
ccac	15
ccad	13
ccaa	15
ccab	21
7cec	20
7ced	21
ccba	13
7cea	17
7ceb	18
7cee	15
7cef	19
ccc9	16
ccc7	12
ccc8	22
ccc5	17
ccc6	30
ccc3	19
ccc4	18
ccf4	12
ccf5	17
ccf2	24
ccf3	19
ccf0	20
ccf1	10
ccdf	22
ccdd	12
ccde	19
ccec	11
7cfd	15
7cfe	17
cced	8
ccea	15
7cfb	18
7cfc	13
cceb	8
7cff	9
ccf8	18
7cfa	16
ccf9	12
ccf6	17
ccf7	17
cce3	21
cce4	10
cce1	13
cce2	17
cce0	15
ccce	12
cccf	18
cccc	24
cccd	20
ccdb	13
ccdc	21
ccda	14
cce9	13
cce7	15
cce8	13
cce5	26
cce6	17
ccff	19
ccee	14
ccef	16
ccfd	18
ccfe	19
ccfb	19
ccfc	18
ccfa	14
48a5	9
48a6	19
48a7	19
48a8	13
48a9	21
48a0	12
48a1	18
48a2	18
48a3	15
48a4	12
48b6	14
48b7	17
48b8	14
48b9	21
7e04	18
7e05	14
7e02	12
48b0	15
48b1	7
7e03	17
7e08	14
48b2	16
48b3	13
7e09	13
48b4	17
7e06	14
7e07	17
48b5	20
7e00	19
7e01	15
48c7	15
48c8	18
48c9	9
7e0a	25
7e15	19
48c0	14
7e16	17
48c1	14
7e13	15
7e14	12
48c2	10
48c3	15
7e19	18
48c4	19
48c5	13
7e17	13
7e18	12
48c6	12
48ae	18
48af	11
7e11	12
7e12	18
7e10	16
48aa	15
48ab	21
48ac	17
48ad	8
48d8	21
48d9	14
7e1a	14
ce08	14
ce09	16
7e1b	9
ce06	20
ce07	25
48d0	14
ce04	16
7e26	20
ce05	16
48d1	14
7e27	15
7e24	23
48d2	9
ce02	13
48d3	11
7e25	14
ce03	12
48d4	18
ce00	10
ce01	13
48d5	12
7e28	21
48d6	13
7e29	20
48d7	17
48bf	17
7e22	25
7e23	14
7e20	15
7e21	19
7e0d	13
7e0e	13
7e0b	15
7e0c	12
48ba	16
48bb	19
48bc	20
48bd	21
7e0f	11
48be	18
48e9	11
7e2b	19
7e2c	15
7e2a	19
48e1	8
7e37	14
7e38	11
48e2	15
7e35	10
48e3	13
7e36	16
48e4	16
48e5	15
48e6	16
48e7	19
7e39	16
48e8	21
7e30	10
7e33	13
7e34	13
7e31	15
7e32	18
48e0	14
7e1e	10
7e1f	19
48ca	12
7e1c	15
7e1d	14
48cb	19
48cc	13
48cd	17
48ce	14
48cf	21
7e3c	10
7e3d	17
7e3a	20
ce28	20
ce29	13
7e3b	16
ce26	17
7e48	22
48f2	16
7e49	21
48f3	15
ce27	24
7e46	16
ce24	15
48f4	15
48f5	20
ce25	8
7e47	9
48f6	19
ce22	18
48f7	22
ce23	22
ce20	17
48f8	14
ce21	12
48f9	12
7e40	10
ce30	11
7e41	10
7e44	11
7e45	12
48f0	10
7e42	9
48f1	27
7e43	22
7e2f	21
ce1e	11
ce1f	15
48da	16
ce1c	16
48db	20
7e2d	5
48dc	14
7e2e	15
ce1d	20
48dd	12
ce1a	19
ce1b	13
48de	16
48df	13
7e4a	20
7e4d	18
ce19	16
7e4e	15
ce17	10
7e4b	16
ce18	20
48fa	19
7e4c	15
7e59	17
ce15	14
ce16	21
ce13	11
7e57	11
7e58	16
ce14	21
ce11	14
ce12	21
ce10	7
7e51	10
7e52	12
7e50	19
7e55	16
7e56	10
7e53	19
ce0f	18
7e54	15
ce0d	23
48ea	13
48eb	12
ce0e	18
7e3e	21
48ec	17
ce0b	19
48ed	17
7e3f	23
ce0c	15
48ee	14
ce0a	16
48ef	18
7e5a	17
7e5b	14
7e5e	18
7e5f	12
7e5c	14
7e5d	14
ce48	16
ce49	13
ce46	14
7e68	16
ce47	19
7e69	15
ce44	22
ce45	16
ce42	17
ce43	9
7e62	10
ce51	10
7e63	16
ce52	11
7e60	15
ce50	17
7e61	10
7e66	13
7e67	22
7e64	11
7e65	15
48fb	12
48fc	17
7e4f	14
48fd	17
ce3e	17
48fe	8
ce3f	16
48ff	13
ce3c	12
ce3d	16
ce3a	11
ce3b	15
7e6b	14
7e6c	22
7e6a	23
7e6f	16
ce39	13
7e6d	14
7e6e	12
ce37	14
ce38	15
ce35	13
7e79	18
ce36	16
ce33	14
ce34	18
ce31	6
ce32	9
7e73	9
ce40	17
ce41	18
7e74	12
7e71	14
7e72	16
7e77	15
7e78	15
7e75	7
7e76	26
ce2f	11
ce2d	9
ce2e	19
ce2b	14
7e70	18
ce2c	21
ce2a	21
7e7c	21
ce5a	11
7e7d	17
ce5b	14
7e7a	11
7e7b	17
7e7e	12
7e7f	17
ce68	24
ce69	18
ce66	14
ce67	17
ce64	12
ce65	17
ce73	11
7e84	15
7e85	17
ce74	11
ce71	12
7e82	8
7e83	18
ce72	12
7e88	15
ce70	13
7e89	13
7e86	13
7e87	9
7e80	15
ce5e	19
7e81	19
ce5f	16
ce5c	16
ce5d	6
7e8d	14
ce4a	14
7e8e	18
7e8b	15
7e8c	11
7e8f	15
ce59	10
ce57	23
ce58	12
ce55	18
7e8a	11
ce56	14
ce53	13
ce54	16
7e95	11
ce62	6
7e96	13
ce63	17
7e93	19
ce60	16
7e94	16
ce61	11
7e99	17
7e97	18
7e98	19
ce4f	21
ce4d	19
7e91	15
ce4e	21
7e92	12
ce4b	11
7e90	18
ce4c	13
7e9e	14
ce7c	17
ce7d	15
7e9f	12
7e9c	13
ce7a	15
ce7b	17
7e9d	9
ce88	16
7e9a	13
7e9b	12
ce89	20
ce86	12
ce87	16
ce95	10
ce96	15
ce93	14
ce94	11
ce91	13
ce92	8
ce90	19
ce7e	14
ce7f	16
ce6b	11
ce6c	18
ce6a	21
ce79	19
ce77	17
ce78	7
ce75	24
ce76	23
ce84	19
ce85	14
ce82	13
ce83	11
ce80	18
ce81	21
ce6f	20
ce6d	17
ce6e	15
ce9e	23
ce9f	20
ce9c	11
ce9d	22
ce9a	20
ce9b	18
ce8d	15
ce8e	16
ce8b	10
ce8c	22
ce8a	15
ce99	15
ce97	15
ce98	14
ce8f	13
7da2	11
7da3	18
7da0	14
7da1	21
7db0	9
7db3	15
7db4	17
7db1	17
7db2	8
7da6	19
7da7	18
7da4	14
7da5	14
7da8	15
7da9	9
7dc0	11
7dc1	16
7dc4	15
7dc5	16
7dc2	12
7dc3	14
7daf	21
7dad	11
7dae	12
7dab	16
7dac	18
7daa	17
7db7	12
7db8	11
7db5	13
7db6	6
